DS_0,DS_1,DS_2,DS_3,DS_4,DS_5,DS_6,DS_7,DS_8,DS_9,DS_10,DS_11,DS_12,DS_13,DS_14,DS_15,DS_16,DS_17,DS_18,DS_19
NZ_CP079956.1,MMETSP0696-doi:10.5281/zenodo.1212585-TRINITY_DN10655_c0_g2_i1,MMETSP0110-doi:10.5281/zenodo.1212585-TRINITY_DN6850_c0_g1_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN2971_c7_g2_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10436_c0_g1_i4,MMETSP0168-doi:10.5281/zenodo.1212585-TRINITY_DN6503_c3_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN14847_c5_g1_i2,MMETSP0948-doi:10.5281/zenodo.1212585-TRINITY_DN12387_c0_g2_i1,MMETSP0403-doi:10.5281/zenodo.1212585-TRINITY_DN13277_c9_g1_i1,MMETSP1059-doi:10.5281/zenodo.1212585-TRINITY_DN6201_c0_g2_i1,MMETSP0087-doi:10.5281/zenodo.1212585-TRINITY_DN10123_c0_g2_i1,MMETSP0528-doi:10.5281/zenodo.1212585-TRINITY_DN69980_c0_g2_i1,MMETSP1060-doi:10.5281/zenodo.1212585-TRINITY_DN7407_c10_g1_i1,MMETSP0382-doi:10.5281/zenodo.1212585-TRINITY_DN37761_c0_g1_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN15058_c1_g1_i3,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN12284_c0_g1_i5,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3451_c1_g1_i1,MMETSP1075-doi:10.5281/zenodo.1212585-TRINITY_DN48740_c14_g3_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN31298_c0_g1_i1,MMETSP0902-doi:10.5281/zenodo.1212585-TRINITY_DN14512_c0_g2_i1
NZ_CP075360.1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN12634_c1_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN14532_c0_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN7978_c0_g1_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN2925_c0_g1_i2,MMETSP0936-doi:10.5281/zenodo.1212585-TRINITY_DN3862_c0_g1_i1,MMETSP0696-doi:10.5281/zenodo.1212585-TRINITY_DN9984_c1_g1_i3,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN2962_c24_g3_i1,MMETSP1348-doi:10.5281/zenodo.1212585-TRINITY_DN4274_c0_g1_i1,MMETSP0725-doi:10.5281/zenodo.1212585-TRINITY_DN8766_c0_g1_i1,MMETSP0312-doi:10.5281/zenodo.1212585-TRINITY_DN6643_c1_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN1770_c0_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13534_c8_g2_i1,MMETSP0929-doi:10.5281/zenodo.1212585-TRINITY_DN2303_c2_g2_i1,MMETSP0950-doi:10.5281/zenodo.1212585-TRINITY_DN15613_c0_g2_i1,MMETSP1166-doi:10.5281/zenodo.1212585-TRINITY_DN6937_c0_g1_i22,MMETSP0200-doi:10.5281/zenodo.1212585-TRINITY_DN5369_c13_g1_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3174_c2_g1_i9,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN1653_c6_g2_i1,MMETSP0324-doi:10.5281/zenodo.1212585-TRINITY_DN5373_c0_g1_i1
NZ_CP045454.1,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN8633_c7_g2_i2,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN61111_c0_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN2886_c0_g2_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32966_c2_g1_i7,MMETSP1468-doi:10.5281/zenodo.1212585-TRINITY_DN18077_c1_g1_i1,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN34150_c0_g1_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN46594_c0_g3_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8837_c0_g1_i3,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8246_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN26189_c0_g1_i1,MMETSP1013-doi:10.5281/zenodo.1212585-TRINITY_DN13871_c0_g1_i2,MMETSP1312-doi:10.5281/zenodo.1212585-TRINITY_DN1218_c0_g1_i1,MMETSP0648-doi:10.5281/zenodo.1212585-TRINITY_DN75993_c0_g1_i1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN15196_c0_g1_i4,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN7384_c0_g1_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN5538_c0_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN14145_c0_g1_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN31231_c0_g1_i1,MMETSP1160-doi:10.5281/zenodo.1212585-TRINITY_DN4742_c0_g1_i1
LR962263.1,MMETSP1323-doi:10.5281/zenodo.1212585-TRINITY_DN17076_c9_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9105_c0_g1_i11,MMETSP0697-doi:10.5281/zenodo.1212585-TRINITY_DN10546_c0_g1_i1,MMETSP0938-doi:10.5281/zenodo.1212585-TRINITY_DN2694_c3_g1_i2,MMETSP0360-doi:10.5281/zenodo.1212585-TRINITY_DN39394_c4_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32071_c0_g1_i1,MMETSP1043-doi:10.5281/zenodo.1212585-TRINITY_DN19684_c5_g2_i1,MMETSP0105-doi:10.5281/zenodo.1212585-TRINITY_DN17116_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8602_c0_g1_i9,MMETSP1416-doi:10.5281/zenodo.1212585-TRINITY_DN10270_c0_g1_i1,MMETSP0100-doi:10.5281/zenodo.1212585-TRINITY_DN8599_c3_g2_i1,MMETSP1321-doi:10.5281/zenodo.1212585-TRINITY_DN9946_c5_g1_i1,MMETSP0097-doi:10.5281/zenodo.1212585-TRINITY_DN41692_c7_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8373_c0_g1_i3,MMETSP1468-doi:10.5281/zenodo.1212585-TRINITY_DN18333_c6_g1_i5,MMETSP0941-doi:10.5281/zenodo.1212585-TRINITY_DN5478_c0_g1_i2,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN14543_c0_g1_i3,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8724_c0_g1_i7,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13433_c0_g2_i1
NZ_CP072135.1,MMETSP0799-doi:10.5281/zenodo.1212585-TRINITY_DN40954_c0_g5_i2,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN2551_c0_g2_i3,MMETSP1052-doi:10.5281/zenodo.1212585-TRINITY_DN17210_c1_g1_i23,MMETSP0087-doi:10.5281/zenodo.1212585-TRINITY_DN13361_c0_g2_i1,MMETSP1326-doi:10.5281/zenodo.1212585-TRINITY_DN13993_c1_g1_i5,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8537_c0_g1_i22,MMETSP1101-doi:10.5281/zenodo.1212585-TRINITY_DN42233_c1_g1_i3,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13360_c1_g1_i3,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN5567_c0_g1_i3,MMETSP1015-doi:10.5281/zenodo.1212585-TRINITY_DN56812_c1_g1_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19722_c2_g1_i6,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN7455_c1_g1_i4,MMETSP1400-doi:10.5281/zenodo.1212585-TRINITY_DN3181_c0_g1_i1,MMETSP1106-doi:10.5281/zenodo.1212585-TRINITY_DN11483_c7_g1_i1,MMETSP1330-doi:10.5281/zenodo.1212585-TRINITY_DN6810_c2_g1_i1,MMETSP1157-doi:10.5281/zenodo.1212585-TRINITY_DN14737_c9_g1_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3148_c7_g2_i1,MMETSP1141-doi:10.5281/zenodo.1212585-TRINITY_DN11334_c0_g1_i1,MMETSP0117-doi:10.5281/zenodo.1212585-TRINITY_DN71286_c2_g2_i1
NZ_CP056897.1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9172_c0_g1_i14,MMETSP1425-doi:10.5281/zenodo.1212585-TRINITY_DN15618_c0_g1_i1,MMETSP0942-doi:10.5281/zenodo.1212585-TRINITY_DN11512_c1_g1_i1,MMETSP1409-doi:10.5281/zenodo.1212585-TRINITY_DN8098_c0_g2_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN14956_c1_g2_i2,MMETSP0905-doi:10.5281/zenodo.1212585-TRINITY_DN12118_c0_g1_i1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN14423_c7_g1_i1,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN30088_c0_g1_i1,MMETSP0974-doi:10.5281/zenodo.1212585-TRINITY_DN11128_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN7824_c1_g1_i9,MMETSP1404-doi:10.5281/zenodo.1212585-TRINITY_DN4647_c0_g1_i27,MMETSP0941-doi:10.5281/zenodo.1212585-TRINITY_DN4733_c0_g1_i1,MMETSP0447-doi:10.5281/zenodo.1212585-TRINITY_DN18251_c1_g1_i2,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN1716_c5_g3_i1,MMETSP0528-doi:10.5281/zenodo.1212585-TRINITY_DN20225_c0_g1_i1,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN5864_c0_g2_i1,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN12206_c1_g1_i1,MMETSP1445-doi:10.5281/zenodo.1212585-TRINITY_DN18090_c1_g2_i1,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN7450_c0_g1_i2
MMETSP0892-doi:10.5281/zenodo.1212585-TRINITY_DN8985_c0_g1_i2,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN22683_c1_g1_i3,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN1628_c0_g1_i1,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN14068_c6_g1_i1,MMETSP0110-doi:10.5281/zenodo.1212585-TRINITY_DN9515_c2_g2_i1,MMETSP0649-doi:10.5281/zenodo.1212585-TRINITY_DN59425_c0_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32997_c2_g1_i12,MMETSP0661-doi:10.5281/zenodo.1212585-TRINITY_DN37186_c0_g1_i1,MMETSP0899-doi:10.5281/zenodo.1212585-TRINITY_DN10835_c2_g1_i1,MMETSP1418-doi:10.5281/zenodo.1212585-TRINITY_DN2978_c0_g2_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN22166_c0_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10458_c0_g1_i1,MMETSP1013-doi:10.5281/zenodo.1212585-TRINITY_DN8696_c0_g1_i1,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN9527_c0_g1_i1,MMETSP1071-doi:10.5281/zenodo.1212585-TRINITY_DN9987_c0_g1_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN10965_c2_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32569_c0_g1_i25,MMETSP1063-doi:10.5281/zenodo.1212585-TRINITY_DN8785_c0_g1_i1,MMETSP0815-doi:10.5281/zenodo.1212585-TRINITY_DN18363_c0_g1_i1,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8604_c3_g1_i1
MMETSP1128-doi:10.5281/zenodo.1212585-TRINITY_DN7686_c3_g1_i1,MMETSP0944-doi:10.5281/zenodo.1212585-TRINITY_DN18800_c0_g1_i1,MMETSP1129-doi:10.5281/zenodo.1212585-TRINITY_DN11242_c0_g1_i1,MMETSP0886-doi:10.5281/zenodo.1212585-TRINITY_DN9975_c0_g2_i1,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN17008_c0_g3_i3,MMETSP1110-doi:10.5281/zenodo.1212585-TRINITY_DN56121_c3_g1_i1,MMETSP0327-doi:10.5281/zenodo.1212585-TRINITY_DN5197_c0_g1_i1,MMETSP0889-doi:10.5281/zenodo.1212585-TRINITY_DN3871_c0_g2_i1,MMETSP0125-doi:10.5281/zenodo.1212585-TRINITY_DN15968_c0_g2_i1,MMETSP1424-doi:10.5281/zenodo.1212585-TRINITY_DN15661_c1_g1_i1,MMETSP1390-doi:10.5281/zenodo.1212585-TRINITY_DN3259_c0_g1_i1,MMETSP0942-doi:10.5281/zenodo.1212585-TRINITY_DN11991_c0_g1_i1,MMETSP0090-doi:10.5281/zenodo.1212585-TRINITY_DN6648_c2_g1_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN3632_c1_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13310_c9_g1_i2,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13049_c0_g1_i2,MMETSP0109-doi:10.5281/zenodo.1212585-TRINITY_DN13624_c4_g2_i2,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN6234_c0_g1_i3,MMETSP0063-doi:10.5281/zenodo.1212585-TRINITY_DN14542_c8_g2_i1,MMETSP0724-doi:10.5281/zenodo.1212585-TRINITY_DN6678_c0_g1_i1
MMETSP1438-doi:10.5281/zenodo.1212585-TRINITY_DN19919_c0_g1_i1,MMETSP0367-doi:10.5281/zenodo.1212585-TRINITY_DN38895_c11_g1_i1,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN11933_c0_g1_i1,MMETSP1105-doi:10.5281/zenodo.1212585-TRINITY_DN10103_c10_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN40172_c0_g1_i1,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN8046_c0_g1_i1,MMETSP1462-doi:10.5281/zenodo.1212585-TRINITY_DN9839_c0_g1_i1,MMETSP0272-doi:10.5281/zenodo.1212585-TRINITY_DN47769_c0_g1_i1,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN7378_c0_g2_i2,MMETSP0110-doi:10.5281/zenodo.1212585-TRINITY_DN3914_c0_g1_i1,MMETSP0941-doi:10.5281/zenodo.1212585-TRINITY_DN4856_c0_g2_i1,MMETSP0145-doi:10.5281/zenodo.1212585-TRINITY_DN36213_c3_g2_i1,CP103943.1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN850_c0_g1_i1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN11065_c1_g2_i1,MMETSP1426-doi:10.5281/zenodo.1212585-TRINITY_DN7479_c0_g2_i1,MMETSP1360-doi:10.5281/zenodo.1212585-TRINITY_DN13616_c2_g2_i1,MMETSP0737-doi:10.5281/zenodo.1212585-TRINITY_DN11547_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8602_c0_g1_i6,MMETSP0707-doi:10.5281/zenodo.1212585-TRINITY_DN11607_c0_g1_i1
MMETSP0738-doi:10.5281/zenodo.1212585-TRINITY_DN18774_c0_g2_i2,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13382_c0_g1_i4,MMETSP0988-doi:10.5281/zenodo.1212585-TRINITY_DN25489_c0_g1_i1,MMETSP0210-doi:10.5281/zenodo.1212585-TRINITY_DN2504_c0_g1_i1,MMETSP1355-doi:10.5281/zenodo.1212585-TRINITY_DN18454_c0_g1_i1,MMETSP1061-doi:10.5281/zenodo.1212585-TRINITY_DN8389_c17_g2_i1,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13188_c6_g1_i1,MMETSP0113-doi:10.5281/zenodo.1212585-TRINITY_DN10421_c0_g1_i1,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN4150_c12_g1_i1,MMETSP0917-doi:10.5281/zenodo.1212585-TRINITY_DN12513_c2_g1_i4,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN91617_c0_g1_i1,MMETSP1042-doi:10.5281/zenodo.1212585-TRINITY_DN13689_c0_g1_i1,MMETSP0573-doi:10.5281/zenodo.1212585-TRINITY_DN66898_c4_g2_i1,MMETSP1421-doi:10.5281/zenodo.1212585-TRINITY_DN7227_c0_g1_i1,MMETSP0593-doi:10.5281/zenodo.1212585-TRINITY_DN11066_c0_g1_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN2804_c0_g1_i1,MMETSP1419-doi:10.5281/zenodo.1212585-TRINITY_DN9113_c0_g1_i1,MMETSP0948-doi:10.5281/zenodo.1212585-TRINITY_DN17178_c3_g1_i1,MMETSP1005-doi:10.5281/zenodo.1212585-TRINITY_DN13338_c8_g1_i1,MMETSP0147-doi:10.5281/zenodo.1212585-TRINITY_DN19493_c0_g1_i1
MMETSP1408-doi:10.5281/zenodo.1212585-TRINITY_DN9575_c0_g1_i1,MMETSP0985-doi:10.5281/zenodo.1212585-TRINITY_DN10235_c0_g1_i1,MMETSP0472-doi:10.5281/zenodo.1212585-TRINITY_DN108493_c0_g1_i1,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN72954_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13154_c0_g1_i2,MMETSP0104-doi:10.5281/zenodo.1212585-TRINITY_DN12461_c1_g1_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN18783_c3_g1_i3,MMETSP0810-doi:10.5281/zenodo.1212585-TRINITY_DN51819_c5_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN6464_c0_g2_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN24737_c0_g1_i1,MMETSP0269-doi:10.5281/zenodo.1212585-TRINITY_DN40696_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN10826_c1_g1_i1,MMETSP0019-doi:10.5281/zenodo.1212585-TRINITY_DN2572_c0_g1_i1,MMETSP1143-doi:10.5281/zenodo.1212585-TRINITY_DN11983_c3_g1_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3174_c2_g1_i10,MMETSP0105-doi:10.5281/zenodo.1212585-TRINITY_DN3282_c0_g1_i1,MMETSP1048-doi:10.5281/zenodo.1212585-TRINITY_DN14880_c0_g1_i4,MMETSP0758-doi:10.5281/zenodo.1212585-TRINITY_DN1751_c0_g1_i1,MMETSP0852-doi:10.5281/zenodo.1212585-TRINITY_DN10505_c6_g1_i1,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN1818_c0_g1_i1
MMETSP0593-doi:10.5281/zenodo.1212585-TRINITY_DN10599_c4_g2_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN9248_c0_g1_i1,MMETSP1416-doi:10.5281/zenodo.1212585-TRINITY_DN8454_c1_g1_i1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13372_c1_g1_i2,MMETSP0156-doi:10.5281/zenodo.1212585-TRINITY_DN11963_c15_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10583_c0_g1_i1,MMETSP0985-doi:10.5281/zenodo.1212585-TRINITY_DN11676_c7_g1_i2,MMETSP0697-doi:10.5281/zenodo.1212585-TRINITY_DN11011_c6_g2_i6,MMETSP1467-doi:10.5281/zenodo.1212585-TRINITY_DN8907_c12_g1_i2,MMETSP1070-doi:10.5281/zenodo.1212585-TRINITY_DN10529_c7_g1_i1,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN1451_c0_g2_i1,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN11716_c0_g2_i1,MMETSP1136-doi:10.5281/zenodo.1212585-TRINITY_DN23431_c0_g2_i1,MMETSP0324-doi:10.5281/zenodo.1212585-TRINITY_DN839_c0_g1_i1,MMETSP0900-doi:10.5281/zenodo.1212585-TRINITY_DN10561_c3_g1_i1,MMETSP0201-doi:10.5281/zenodo.1212585-TRINITY_DN48461_c0_g1_i1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN14878_c4_g1_i23,MMETSP1080-doi:10.5281/zenodo.1212585-TRINITY_DN4672_c1_g1_i1,MMETSP1412-doi:10.5281/zenodo.1212585-TRINITY_DN7228_c0_g1_i1,MMETSP0890-doi:10.5281/zenodo.1212585-TRINITY_DN7649_c5_g1_i1
MMETSP1408-doi:10.5281/zenodo.1212585-TRINITY_DN9673_c0_g2_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3174_c2_g1_i30,MMETSP1419-doi:10.5281/zenodo.1212585-TRINITY_DN3808_c0_g2_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8025_c0_g1_i6,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6557_c0_g1_i1,MMETSP0320-doi:10.5281/zenodo.1212585-TRINITY_DN10280_c0_g2_i1,MMETSP0889-doi:10.5281/zenodo.1212585-TRINITY_DN8892_c7_g1_i2,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN677_c0_g2_i1,MMETSP0149-doi:10.5281/zenodo.1212585-TRINITY_DN5066_c0_g2_i1,MMETSP0114-doi:10.5281/zenodo.1212585-TRINITY_DN16406_c0_g2_i1,MMETSP1161-doi:10.5281/zenodo.1212585-TRINITY_DN2266_c0_g2_i1,MMETSP1174-doi:10.5281/zenodo.1212585-TRINITY_DN25167_c0_g1_i1,MMETSP0879-doi:10.5281/zenodo.1212585-TRINITY_DN10840_c2_g2_i1,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN12996_c3_g1_i1,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN5790_c0_g2_i1,MMETSP1315-doi:10.5281/zenodo.1212585-TRINITY_DN8106_c0_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN40604_c3_g2_i1,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN3917_c3_g1_i1,MMETSP1070-doi:10.5281/zenodo.1212585-TRINITY_DN8538_c0_g2_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN44957_c0_g1_i1
MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN1255_c0_g1_i1,MMETSP1438-doi:10.5281/zenodo.1212585-TRINITY_DN16758_c0_g1_i1,MMETSP0784-doi:10.5281/zenodo.1212585-TRINITY_DN41017_c1_g1_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN17027_c2_g4_i1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13564_c0_g2_i9,MMETSP1143-doi:10.5281/zenodo.1212585-TRINITY_DN19912_c0_g1_i1,MMETSP1408-doi:10.5281/zenodo.1212585-TRINITY_DN6696_c0_g1_i2,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN27759_c0_g2_i1,MMETSP0733-doi:10.5281/zenodo.1212585-TRINITY_DN3106_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13009_c0_g1_i7,MMETSP0880-doi:10.5281/zenodo.1212585-TRINITY_DN81_c0_g1_i1,MMETSP1089-doi:10.5281/zenodo.1212585-TRINITY_DN20517_c5_g1_i1,MMETSP0698-doi:10.5281/zenodo.1212585-TRINITY_DN10753_c9_g1_i1,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN11209_c12_g1_i1,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN12159_c0_g1_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN239_c0_g1_i1,MMETSP0751-doi:10.5281/zenodo.1212585-TRINITY_DN2825_c0_g3_i1,MMETSP0983-doi:10.5281/zenodo.1212585-TRINITY_DN12250_c6_g2_i1,MMETSP1468-doi:10.5281/zenodo.1212585-TRINITY_DN15412_c0_g1_i1,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN28548_c0_g1_i1
MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN16711_c0_g1_i2,MMETSP0970-doi:10.5281/zenodo.1212585-TRINITY_DN7695_c0_g1_i1,MMETSP1310-doi:10.5281/zenodo.1212585-TRINITY_DN13562_c0_g1_i6,MMETSP0942-doi:10.5281/zenodo.1212585-TRINITY_DN11947_c5_g1_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN1615_c0_g1_i1,MMETSP0878-doi:10.5281/zenodo.1212585-TRINITY_DN11387_c0_g1_i1,MMETSP1128-doi:10.5281/zenodo.1212585-TRINITY_DN10361_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9002_c0_g1_i19,MMETSP0595-doi:10.5281/zenodo.1212585-TRINITY_DN842_c0_g1_i1,MMETSP0059-doi:10.5281/zenodo.1212585-TRINITY_DN17625_c0_g1_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14557_c1_g3_i3,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN21523_c1_g1_i2,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN2525_c1_g1_i1,MMETSP0472-doi:10.5281/zenodo.1212585-TRINITY_DN83983_c0_g1_i1,MMETSP1330-doi:10.5281/zenodo.1212585-TRINITY_DN6695_c3_g1_i1,MMETSP1055-doi:10.5281/zenodo.1212585-TRINITY_DN15806_c1_g1_i33,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN5729_c1_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6845_c0_g2_i1,MMETSP0802-doi:10.5281/zenodo.1212585-TRINITY_DN3708_c9_g1_i1,MMETSP0233-doi:10.5281/zenodo.1212585-TRINITY_DN2866_c19_g1_i1
